id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
73644;Train/tea_AA_05_6_ud211.conllu;Eesti õpiressursside portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad MySQL andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;141;146;MySQL;free;Eesti õpiressursside portaal Koolielu.ee sisaldab küll tuhandeid õpiobjekte ja neid on kirjeldatud ka võtmesõnadega , kuid võtmesõnad asuvad andmetabelis ega vasta IEEE LOM õpiobjektide metaandmete standardile ( LOMi andmed säilitatakse enamasti XML formaadis või andmebaasis , mis genereerib XML faile ) .;100.0;100.0;100.0
73652;Train/aja_ee199920_osa_1_ud211.conllu;Neil päevil olid Frankfurdi lennukile vastu tulnud tallinlased tunnistajaks ajaloolisele sündmusele !;17;27;Frankfurdi;free;Neil päevil olid lennukile vastu tulnud tallinlased tunnistajaks ajaloolisele sündmusele !;100.0;100.0;100.0
73662;Train/aja_horisont2000_osa_4_ud211.conllu;Iial ei saa me kellegi alamateks .;15;22;kellegi;free;Iial ei saa me alamateks .;100.0;100.0;100.0
73676;Train/ilu_vilep_ud211.conllu;Kostis mitme luku klõbinat .;7;17;mitme luku;free;Kostis klõbinat .;100.0;100.0;100.0
73679;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Unehäirete esinemissagedus varieerub piirkonniti .;0;10;Unehäirete;free;esinemissagedus varieerub piirkonniti .;100.0;100.0;100.0
73680;Train/aja_ee199920_osa_2_ud211.conllu;Šveitsi firma Nestlé rajati Genfi järve äärde 1866. aastal .;0;7;Šveitsi;free;firma Nestlé rajati Genfi järve äärde 1866. aastal .;100.0;100.0;100.0
73688;Train/aja_ee200110_osa_1_ud211.conllu;""" Kui me ta Kesklinna jaoskonda viisime , siis värisesid ta käed nii , et ei saanud oma kuldkettigi käest .";84;87;oma;free;""" Kui me ta Kesklinna jaoskonda viisime , siis värisesid ta käed nii , et ei saanud kuldkettigi käest .";100.0;100.0;100.0
73695;Train/tea_dr8047.conllu;Viimane fakt tekitabki mõnikord raskusi valemite dešifreerimisel , sest süstemaatilise nomenklatuuri alusel määrab süsinikuahela numeratsiooni alguse funktsionaalne rühm ( Grandberg , 1979 ) .;40;64;valemite dešifreerimisel;free;Viimane fakt tekitabki mõnikord raskusi , sest süstemaatilise nomenklatuuri alusel määrab süsinikuahela numeratsiooni alguse funktsionaalne rühm ( Grandberg , 1979 ) .;100.0;100.0;100.0
73707;Train/ilu_kivirahk_ud211.conllu;""" Kõigile Nõukogude Liidu rahvakunstnikele oli määrusega ette nähtud isiklik ori , ihukaitsja ametis .";81;100;, ihukaitsja ametis;free;""" Kõigile Nõukogude Liidu rahvakunstnikele oli määrusega ette nähtud isiklik ori .";100.0;100.0;100.0
73713;Train/ilu_vilep_ud211.conllu;Hingeldades pöördus ta tagasi ja seadis sammud vale kardinaga tuttava akna poole .;47;61;vale kardinaga;free;Hingeldades pöördus ta tagasi ja seadis sammud tuttava akna poole .;100.0;100.0;100.0
73729;Train/aja_ee199920_osa_3_ud211.conllu;Mul on väga kahju , kuid ma ei tunne tema muusikat , kuigi tean tema nime .;64;68;tema;free;Mul on väga kahju , kuid ma ei tunne tema muusikat , kuigi tean nime .;100.0;100.0;100.0
73734;Train/aja_ee199920_osa_3_ud211.conllu;Areeni intervjuu inglise filmirežissöör Peter Greenawayga;0;6;Areeni;free;intervjuu inglise filmirežissöör Peter Greenawayga;100.0;100.0;100.0
73763;Dev/aja_ee199920_osa4_ud211.conllu;Nii tagame pastatoodete ja lisandite hea kvaliteedi .;11;36;pastatoodete ja lisandite;free;Nii tagame hea kvaliteedi .;100.0;100.0;100.0
73773;Train/aja_ml200247_osa_1_ud211.conllu;Teatavasti on Walesi prints huvitatud mahepõllundusest .;14;20;Walesi;free;Teatavasti on prints huvitatud mahepõllundusest .;100.0;100.0;100.0
73778;Train/aja_ml200247_osa_8_ud211.conllu;Samas on Harjumaalgi omad äärealad ja samasugused uue aja külakogukonna ülesehitamise mured nagu paljudes kohtades üle Eesti .;50;57;uue aja;free;Samas on Harjumaalgi omad äärealad ja samasugused külakogukonna ülesehitamise mured nagu paljudes kohtades üle Eesti .;100.0;100.0;100.0
73780;Train/aja_ml200247_osa_8_ud211.conllu;Samas on Harjumaalgi omad äärealad ja samasugused uue aja külakogukonna ülesehitamise mured nagu paljudes kohtades üle Eesti .;50;85;uue aja külakogukonna ülesehitamise;free;Samas on Harjumaalgi omad äärealad ja samasugused mured nagu paljudes kohtades üle Eesti .;100.0;100.0;100.0
73812;Train/aja_pm20001004_osa_3_ud211.conllu;Polishtshuki versiooni järgi palkasid mõrva tellijad nii tema kui ka Metsamaa tapmiseks kaks meest .;53;87;nii tema kui ka Metsamaa tapmiseks;free;Polishtshuki versiooni järgi palkasid mõrva tellijad kaks meest .;100.0;100.0;100.0
73836;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Patsient on käinud perearsti ja ka dermatoloogi vastuvõtul .;19;47;perearsti ja ka dermatoloogi;free;Patsient on käinud vastuvõtul .;100.0;100.0;100.0
73852;Train/aja_pm19980926e_ud211.conllu;Sobivaks veiniks koogi kõrvale pakuks sedakorda välja meeldiva karamelja nüansiga itaalia veini Vin Santo Muscato .;54;81;meeldiva karamelja nüansiga;free;Sobivaks veiniks koogi kõrvale pakuks sedakorda välja itaalia veini Vin Santo Muscato .;100.0;100.0;100.0
73855;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Euroopa Liidu koordinatsioonireeglid ei nõua Eestilt oma sotsiaalkindlustus-süsteemi muutmist või hüvitiste suurendamist .;53;56;oma;free;Euroopa Liidu koordinatsioonireeglid ei nõua Eestilt sotsiaalkindlustus-süsteemi muutmist või hüvitiste suurendamist .;100.0;100.0;100.0
73861;Train/aja_luup200106_osa_6_ud211.conllu;Xerox pidas õnnestunult lahingu sõna “ xerox ” kasutamise vastu koopia sünonüümina kirjasõnas .;83;93;kirjasõnas;free;Xerox pidas õnnestunult lahingu sõna “ xerox ” kasutamise vastu koopia sünonüümina .;100.0;100.0;100.0
73868;Train/aja_ee200110_osa_8_ud211.conllu;"1993. aasta lõpus raporteeriski Post XL-i peatsest sulgemisest : "" AS Olümpia direktori Andres Liinati sõnul on nad nõus kaotama klubi käibes ning võitma hotelli prestiizhis .";67;87;AS Olümpia direktori;free;"1993. aasta lõpus raporteeriski Post XL-i peatsest sulgemisest : "" Andres Liinati sõnul on nad nõus kaotama klubi käibes ning võitma hotelli prestiizhis .";100.0;100.0;100.0
73888;Train/aja_horisont2000_osa_1_ud211.conllu;Euroopa poliitika osas arvas Caprivi , et Saksamaal ei ole võimalik vältida sõda kahel rindel , mille eest oli hoiatanud Bismarck .;81;129;kahel rindel , mille eest oli hoiatanud Bismarck;free;Euroopa poliitika osas arvas Caprivi , et Saksamaal ei ole võimalik vältida sõda .;100.0;100.0;100.0
73889;Train/aja_ee200110_osa_4_ud211.conllu;Seksi-Kristi pistis pintsli tuppe ja maalis pildi Rootsi saatejuhist Josephinest ning kohalviibinud väliseesti zhurnalististist Peeter Ristsoost .;50;56;Rootsi;free;Seksi-Kristi pistis pintsli tuppe ja maalis pildi saatejuhist Josephinest ning kohalviibinud väliseesti zhurnalististist Peeter Ristsoost .;100.0;100.0;100.0
73890;Train/aja_ee200110_osa_4_ud211.conllu;Seksi-Kristi pistis pintsli tuppe ja maalis pildi Rootsi saatejuhist Josephinest ning kohalviibinud väliseesti zhurnalististist Peeter Ristsoost .;50;144;Rootsi saatejuhist Josephinest ning kohalviibinud väliseesti zhurnalististist Peeter Ristsoost;free;Seksi-Kristi pistis pintsli tuppe ja maalis pildi .;100.0;100.0;100.0
73896;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Max Siurala oli hea võrkpallimängija ja pälvis selle eest president Mauno Koivisto aukirja .;58;82;president Mauno Koivisto;free;Max Siurala oli hea võrkpallimängija ja pälvis selle eest aukirja .;100.0;100.0;100.0
73897;Train/ilu_maailm_ud211.conllu;Läksin oma tuppa ja keerasin ukse lukku .;7;10;oma;free;Läksin tuppa ja keerasin ukse lukku .;100.0;100.0;100.0
73911;Train/aja_ee200110_osa_6_ud211.conllu;Jaamapuhveti kohv on läila ja lahja .;0;12;Jaamapuhveti;free;kohv on läila ja lahja .;100.0;100.0;100.0
73935;Train/aja_ee200110_osa_2_ud211.conllu;""" Pärast ülikooli lõpetamist ( Tartu ülikooli 1985. aastal sotsiaalpsühholoogina ) ei leidnud ta endale kohe sobivat tööd .";9;17;ülikooli;free;""" Pärast lõpetamist ( Tartu ülikooli 1985. aastal sotsiaalpsühholoogina ) ei leidnud ta endale kohe sobivat tööd .";100.0;100.0;100.0
73938;Train/aja_ee200110_osa_2_ud211.conllu;""" Pärast ülikooli lõpetamist ( Tartu ülikooli 1985. aastal sotsiaalpsühholoogina ) ei leidnud ta endale kohe sobivat tööd .";59;80;sotsiaalpsühholoogina;free;""" Pärast ülikooli lõpetamist ( Tartu ülikooli 1985. aastal ) ei leidnud ta endale kohe sobivat tööd .";100.0;100.0;100.0
73939;Train/ilu_indrikson_ud211.conllu;Ta põlved olid kanged .;0;2;Ta;free;põlved olid kanged .;100.0;100.0;100.0
73959;Train/ilu_valton_ud211.conllu;Eks nood ju armastanud teda ning said selmoel oma isanda õnnest osa .;46;49;oma;free;Eks nood ju armastanud teda ning said selmoel isanda õnnest osa .;100.0;100.0;100.0
73964;Train/aja_ml200247_osa_2_ud211.conllu;Eriliselt nõutud IT spetsialistid saavad tööloa ilma probleemideta .;17;19;IT;free;Eriliselt nõutud spetsialistid saavad tööloa ilma probleemideta .;100.0;100.0;100.0
73977;Train/aja_luup200106_osa_4_ud211.conllu;Eriti nüüd , kui Erki Noole , Jaan Kirsipuu , Kaia Kanepi ja teiste eeskujud poistel-tüdrukutel silme ees .;17;67;Erki Noole , Jaan Kirsipuu , Kaia Kanepi ja teiste;free;Eriti nüüd , kui eeskujud poistel-tüdrukutel silme ees .;100.0;100.0;100.0
73992;Train/aja_luup200106_osa_3_ud211.conllu;Ja vaatamata sellele , et kõrgeid ametiposte oli palju ja nad olid eriilmelised , oli nõukogude eliit tegelikult olemuselt monoliitne .;86;95;nõukogude;free;Ja vaatamata sellele , et kõrgeid ametiposte oli palju ja nad olid eriilmelised , oli eliit tegelikult olemuselt monoliitne .;100.0;100.0;100.0
73994;Train/aja_ee200110_osa_1_ud211.conllu;Detsembris tulistati Loksal tehase direktori Aleksander Kustovi autot .;28;63;tehase direktori Aleksander Kustovi;free;Detsembris tulistati Loksal autot .;100.0;100.0;100.0
74008;Train/aja_ee199920_osa_2_ud211.conllu;Tüdrukud ise on veendunud , et ei ole oma rahvusidentiteeti kaotanud .;9;12;ise;free;Tüdrukud on veendunud , et ei ole oma rahvusidentiteeti kaotanud .;100.0;100.0;100.0
74009;Train/aja_ee199920_osa_2_ud211.conllu;Tüdrukud ise on veendunud , et ei ole oma rahvusidentiteeti kaotanud .;38;41;oma;free;Tüdrukud ise on veendunud , et ei ole rahvusidentiteeti kaotanud .;100.0;100.0;100.0
74015;Train/aja_ee200110_osa_7_ud211.conllu;Eks ole Eesti ju riik , mis alles äsja ajaloo jääkamaka seest lahti sulanud ning muutunud naisekeha pärast võitlevate moe- ja ilutoodete kaubamärkide sõjatandriks .;118;136;moe- ja ilutoodete;free;Eks ole Eesti ju riik , mis alles äsja ajaloo jääkamaka seest lahti sulanud ning muutunud naisekeha pärast võitlevate kaubamärkide sõjatandriks .;100.0;100.0;100.0
74041;Train/tea_geofyysika.conllu;Igal religioonil oli oma versioon ka maailma loomise kohta ja selles kahelda või selle ümber targutada polnud kombeks .;21;24;oma;free;Igal religioonil oli versioon ka maailma loomise kohta ja selles kahelda või selle ümber targutada polnud kombeks .;100.0;100.0;100.0
74069;Train/ilu_maailm_ud211.conllu;""" Mis teil Joogaga õieti juhtus ?";11;18;Joogaga;free;""" Mis teil õieti juhtus ?";100.0;100.0;100.0
74078;Train/ilu_maailm_ud211.conllu;Läbi veesolina kuulsin samme toaukse taga .;29;41;toaukse taga;free;Läbi veesolina kuulsin samme .;100.0;100.0;100.0
74080;Train/aja_ml200247_osa_5_ud211.conllu;Selles erakonnas on kunagised sotsiaaldemokraadid ja nende eesmärgid edukalt ja põhjalikult lahustunud meie üldises paremtsentristlikkuses .;103;107;meie;free;Selles erakonnas on kunagised sotsiaaldemokraadid ja nende eesmärgid edukalt ja põhjalikult lahustunud üldises paremtsentristlikkuses .;100.0;100.0;100.0
74081;Dev/aja_luup200009_ud211.conllu;Vardasse ja kohe süte kohale - sellised on kohalike kristlaste tavad .;43;62;kohalike kristlaste;free;Vardasse ja kohe süte kohale - sellised on tavad .;100.0;100.0;100.0
74093;Train/aja_ee200110_osa_3_ud211.conllu;Mõlema dokumendi koopia on olemas ka Eesti Ekspressil .;0;16;Mõlema dokumendi;free;koopia on olemas ka Eesti Ekspressil .;100.0;100.0;100.0
74113;Train/aja_luup200106_osa_6_ud211.conllu;Inglise keeles tähendab “ spam ” kahtlase väärtusega soovimatuid kommertssisuga e-kirju , mis on edastatud korraga paljudele aadressidele .;65;79;kommertssisuga;free;Inglise keeles tähendab “ spam ” kahtlase väärtusega soovimatuid e-kirju , mis on edastatud korraga paljudele aadressidele .;100.0;100.0;100.0
74134;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Kolmes Euroopa riigis ( Rootsi , Island , Belgia ) korraldatud noorte täiskasvanute unehäirete uuring näitas , et sama metoodika rakendamisel ei ole unehäirete varieeruvus erinevates piirkondades kuigi oluline ( 3 ) .;63;94;noorte täiskasvanute unehäirete;free;Kolmes Euroopa riigis ( Rootsi , Island , Belgia ) korraldatud uuring näitas , et sama metoodika rakendamisel ei ole unehäirete varieeruvus erinevates piirkondades kuigi oluline ( 3 ) .;100.0;100.0;100.0
74149;Dev/aja_epl20070812_ud211.conllu;Valimised kuulutati välja lootuses lõpetada riigi presidendi ja peaministri pooldajate omavaheline vastasseis .;44;49;riigi;free;Valimised kuulutati välja lootuses lõpetada presidendi ja peaministri pooldajate omavaheline vastasseis .;100.0;100.0;100.0
74151;Dev/aja_epl20070812_ud211.conllu;Valimised kuulutati välja lootuses lõpetada riigi presidendi ja peaministri pooldajate omavaheline vastasseis .;44;86;riigi presidendi ja peaministri pooldajate;free;Valimised kuulutati välja lootuses lõpetada omavaheline vastasseis .;100.0;100.0;100.0
74152;Train/aja_luup200106_osa_3_ud211.conllu;1995. aasta Riigikogu valimistega toimus pööre parempoolsuselt poliitilise tsentri suunas .;0;11;1995. aasta;free;Riigikogu valimistega toimus pööre parempoolsuselt poliitilise tsentri suunas .;100.0;100.0;100.0
74153;Train/aja_luup200106_osa_3_ud211.conllu;1995. aasta Riigikogu valimistega toimus pööre parempoolsuselt poliitilise tsentri suunas .;12;21;Riigikogu;free;1995. aasta valimistega toimus pööre parempoolsuselt poliitilise tsentri suunas .;100.0;100.0;100.0
74167;Train/tea_dr8047.conllu;Tugevamini tuleb nn. kalalõhn esile linnulihas .;17;20;nn.;free;Tugevamini tuleb kalalõhn esile linnulihas .;100.0;100.0;100.0
74217;Train/aja_ee199920_osa_1_ud211.conllu;""" Ei , "" vastab Kuusmann ning lisab : "" Peamine vastutus lasub pangal endal .";70;75;endal;free;""" Ei , "" vastab Kuusmann ning lisab : "" Peamine vastutus lasub pangal .";100.0;100.0;100.0
74222;Train/aja_pm20001004_osa_1_ud211.conllu;Uimastipreventsiooni sihtasutus on varem õpetanud politseinikke , oktoobris-novembris oodatakse koolitusele psühholooge , psühhiaatreid ja sotsiaaltöötajaid .;0;20;Uimastipreventsiooni;free;sihtasutus on varem õpetanud politseinikke , oktoobris-novembris oodatakse koolitusele psühholooge , psühhiaatreid ja sotsiaaltöötajaid .;100.0;100.0;100.0
74230;Train/ilu_kanep_ud211.conllu;Muuseas , mõned fooliumist reflektorid seintel võivad luumenitega imet teha .;16;26;fooliumist;free;Muuseas , mõned reflektorid seintel võivad luumenitega imet teha .;100.0;100.0;100.0
74231;Train/ilu_kanep_ud211.conllu;Muuseas , mõned fooliumist reflektorid seintel võivad luumenitega imet teha .;39;46;seintel;free;Muuseas , mõned fooliumist reflektorid võivad luumenitega imet teha .;100.0;100.0;100.0
74234;Train/aja_ee200110_osa_6_ud211.conllu;Samaaegselt küsiti referendumil ka shveitslaste arvamust Euroopa Liiduga ühinemise kohta .;35;47;shveitslaste;free;Samaaegselt küsiti referendumil ka arvamust Euroopa Liiduga ühinemise kohta .;100.0;100.0;100.0
74236;Train/aja_ee200110_osa_6_ud211.conllu;Samaaegselt küsiti referendumil ka shveitslaste arvamust Euroopa Liiduga ühinemise kohta .;57;72;Euroopa Liiduga;free;Samaaegselt küsiti referendumil ka shveitslaste arvamust ühinemise kohta .;100.0;100.0;100.0
74237;Train/aja_ee200110_osa_6_ud211.conllu;Samaaegselt küsiti referendumil ka shveitslaste arvamust Euroopa Liiduga ühinemise kohta .;57;88;Euroopa Liiduga ühinemise kohta;free;Samaaegselt küsiti referendumil ka shveitslaste arvamust .;100.0;100.0;100.0
74250;Train/aja_ee200110_osa_8_ud211.conllu;Muuseas , oma keha surmajärgne annetamine Heidelbergi plastineerimisinstituudile ei too rahalist tulu .;10;13;oma;free;Muuseas , keha surmajärgne annetamine Heidelbergi plastineerimisinstituudile ei too rahalist tulu .;100.0;100.0;100.0
74252;Train/aja_ee200110_osa_8_ud211.conllu;Muuseas , oma keha surmajärgne annetamine Heidelbergi plastineerimisinstituudile ei too rahalist tulu .;42;53;Heidelbergi;free;Muuseas , oma keha surmajärgne annetamine plastineerimisinstituudile ei too rahalist tulu .;100.0;100.0;100.0
74253;Train/aja_ee200110_osa_8_ud211.conllu;Muuseas , oma keha surmajärgne annetamine Heidelbergi plastineerimisinstituudile ei too rahalist tulu .;42;80;Heidelbergi plastineerimisinstituudile;free;Muuseas , oma keha surmajärgne annetamine ei too rahalist tulu .;100.0;100.0;100.0
74255;Train/aja_ee200110_osa_1_ud211.conllu;Juba 1994. aastal Lillehammeris oli tunda , et Tartu tase jääb ülikõrge enesehinnanguga Savile liiga madalaks .;63;87;ülikõrge enesehinnanguga;free;Juba 1994. aastal Lillehammeris oli tunda , et Tartu tase jääb Savile liiga madalaks .;100.0;100.0;100.0
74256;Train/aja_ee200110_osa_5_ud211.conllu;Ta töötas selle kallal ihuüksi kuus aastat , elatudes osaliselt töötu abirahast , ning seda tehes liitus ta Peter Lordi ja Dave Sproxtoni asutatud paljutõotava firmaga Aardman Animations .;64;69;töötu;free;Ta töötas selle kallal ihuüksi kuus aastat , elatudes osaliselt abirahast , ning seda tehes liitus ta Peter Lordi ja Dave Sproxtoni asutatud paljutõotava firmaga Aardman Animations .;100.0;100.0;100.0
74265;Train/tea_toohoive.conllu;"2002. a. märtsis võeti vastu "" The National Plan for Employment "" , mis tundub olevat lühiajaline kriisiprogramm .";0;8;2002. a.;free;"märtsis võeti vastu "" The National Plan for Employment "" , mis tundub olevat lühiajaline kriisiprogramm .";100.0;100.0;100.0
74273;Train/aja_ee199920_osa_3_ud211.conllu;Pakume välja kolm lahendust , mida Eesti võiks sellises ilma ideeta olukorras ette võtta .;56;67;ilma ideeta;free;Pakume välja kolm lahendust , mida Eesti võiks sellises olukorras ette võtta .;100.0;100.0;100.0
74285;Train/arborest_ud211.conllu;Vinge tuul liigutas ta otsa ees õhukest valget juuksesalku .;20;22;ta;free;Vinge tuul liigutas otsa ees õhukest valget juuksesalku .;100.0;100.0;100.0
74307;Train/tea_AA_05_6_ud211.conllu;Kelmuste avastamine ( fraud detection ) on seni olnud kaevandamise praktilise rakendamise lipulaev , sest kurjategijad proovivadki ekspluateerida inimeste võimetust suurte hulkade puhul avastada seda , et mängitakse väikestele kõrvalekalletele .;146;154;inimeste;free;Kelmuste avastamine ( fraud detection ) on seni olnud kaevandamise praktilise rakendamise lipulaev , sest kurjategijad proovivadki ekspluateerida võimetust suurte hulkade puhul avastada seda , et mängitakse väikestele kõrvalekalletele .;100.0;100.0;100.0
74335;Train/tea_dr8047.conllu;Kolesterool ja teised lipiidid ei lahustu vees , neid transpordivad veres mitut tüüpi lipoproteiinid .;74;85;mitut tüüpi;free;Kolesterool ja teised lipiidid ei lahustu vees , neid transpordivad veres lipoproteiinid .;100.0;100.0;100.0
74339;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Nitroprussiid võib esile kutsuda toksiliste metaboliitide akumulatsiooni ja tema kasutamisel on vajalik hoolikas hemodünaamika monitoorimine .;76;80;tema;free;Nitroprussiid võib esile kutsuda toksiliste metaboliitide akumulatsiooni ja kasutamisel on vajalik hoolikas hemodünaamika monitoorimine .;100.0;100.0;100.0
74341;Train/ilu_maailm_ud211.conllu;"Kui üle õla vaatasin , oli Jooga juba särgi Madise voodile visanud ega kavatsenudki lahkuda . """;44;50;Madise;free;"Kui üle õla vaatasin , oli Jooga juba särgi voodile visanud ega kavatsenudki lahkuda . """;100.0;100.0;100.0
74354;Train/aja_ee200110_osa_8_ud211.conllu;Kaks 20ndates noormeest on parajasti maja ees ja kõõritavad meie poole .;5;13;20ndates;free;Kaks noormeest on parajasti maja ees ja kõõritavad meie poole .;100.0;100.0;100.0
74371;Train/aja_ee200110_osa_8_ud211.conllu;Baarmen Reido Ruuven kaukaaslase sellise soovi üle ei imestanud .;21;32;kaukaaslase;free;Baarmen Reido Ruuven sellise soovi üle ei imestanud .;100.0;100.0;100.0
74373;Train/aja_ee200110_osa_4_ud211.conllu;Tema vana tuttav Siim Nestor räägib hiljem , et Ken on kõva orgunnija .;0;4;Tema;free;vana tuttav Siim Nestor räägib hiljem , et Ken on kõva orgunnija .;100.0;100.0;100.0
74387;Train/aja_ee200110_osa_10_ud211.conllu;Kalju Suur on see lühemat kasvu vanem dzhentelmen , kes liigub ringi ennekõike Vabaduse platsi piirkonnas , istub tihti Wiiraltis , pakub daamidele kommi ja suudleb kätt .;18;31;lühemat kasvu;free;Kalju Suur on see vanem dzhentelmen , kes liigub ringi ennekõike Vabaduse platsi piirkonnas , istub tihti Wiiraltis , pakub daamidele kommi ja suudleb kätt .;100.0;100.0;100.0
74390;Train/tea_geofyysika.conllu;Viimasel ajal on üles kerkinud küsimus väikese massiga ja maapinnalt nähtamatute komeedilaadse päritoluga objektide võimalikust suhteliselt sagedasest langemisest Maa atmosfäari .;39;80;väikese massiga ja maapinnalt nähtamatute;free;Viimasel ajal on üles kerkinud küsimus komeedilaadse päritoluga objektide võimalikust suhteliselt sagedasest langemisest Maa atmosfäari .;100.0;100.0;100.0
74421;Train/tea_dr8047.conllu;Meie toidus on ülekaalus ω-6-rasvhapped .;0;4;Meie;free;toidus on ülekaalus ω-6-rasvhapped .;100.0;100.0;100.0
74439;Train/ilu_vilep_ud211.conllu;""" Siiski , kardinad meie akende ees on teised ... """;20;24;meie;free;""" Siiski , kardinad akende ees on teised ... """;100.0;100.0;100.0
74440;Train/ilu_vilep_ud211.conllu;""" Siiski , kardinad meie akende ees on teised ... """;20;35;meie akende ees;free;""" Siiski , kardinad on teised ... """;100.0;100.0;100.0
74451;Train/aja_ee200110_osa_3_ud211.conllu;Eesti meeste ilus plaan kukkus kolinal läbi - kõik polnud korralikult läbi mõeldud .;0;12;Eesti meeste;free;ilus plaan kukkus kolinal läbi - kõik polnud korralikult läbi mõeldud .;100.0;100.0;100.0
74464;Train/tea_toohoive.conllu;Tehnoloogiline muutus on üks keskne liikumapanev jõud selles protsessis .;54;71;selles protsessis;free;Tehnoloogiline muutus on üks keskne liikumapanev jõud .;100.0;100.0;100.0
74473;Train/arborest_ud211.conllu;Põrgulik läige käib üle Tootsi näo .;24;30;Tootsi;free;Põrgulik läige käib üle näo .;100.0;100.0;100.0
74488;Train/aja_pm20001004_osa_2_ud211.conllu;Mare Tommingase töö on temast teinud äärmiselt sümpaatse ja inimliku printsi , kelle verbaalselt öeldud fraas kutsub esile publiku kõige heatahtlikuma naerupahvaku .;123;130;publiku;free;Mare Tommingase töö on temast teinud äärmiselt sümpaatse ja inimliku printsi , kelle verbaalselt öeldud fraas kutsub esile kõige heatahtlikuma naerupahvaku .;100.0;100.0;100.0
74490;Dev/aja_luup200009_ud211.conllu;See ka suigutas , sest omanik on ju huvitatud kasumi maksimeerimisest ega taha oma ettevõttele halba .;79;82;oma;free;See ka suigutas , sest omanik on ju huvitatud kasumi maksimeerimisest ega taha ettevõttele halba .;100.0;100.0;100.0
74496;Train/aja_horisont2000_osa_2_ud211.conllu;1995. aastal pälvis ta ühena “ Eesti keele grammatika ” autoritest Eesti Vabariigi teaduspreemia .;29;66;“ Eesti keele grammatika ” autoritest;free;1995. aastal pälvis ta ühena Eesti Vabariigi teaduspreemia .;100.0;100.0;100.0
74515;Train/tea_dr8047.conllu;Neile omistatakse organismi üldist toonust tõstvat toimet .;18;27;organismi;free;Neile omistatakse üldist toonust tõstvat toimet .;100.0;100.0;100.0
74519;Train/tea_geofyysika.conllu;Kuna geosfääride protsessid toimivad globaalse mastaabiga , siis on vahel isegi üksikküsimuste uurimisel tarvilik globaalne haare .;5;16;geosfääride;free;Kuna protsessid toimivad globaalse mastaabiga , siis on vahel isegi üksikküsimuste uurimisel tarvilik globaalne haare .;100.0;100.0;100.0
74522;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;20. sajandi keskel kasutusele võetud ravi tulemuslikkuse mõõdikutes oli eelistatud funktsiooni hindamine , kuna see ei sõltunud patsiendi subjektiivsest hinnangust .;37;56;ravi tulemuslikkuse;free;20. sajandi keskel kasutusele võetud mõõdikutes oli eelistatud funktsiooni hindamine , kuna see ei sõltunud patsiendi subjektiivsest hinnangust .;100.0;100.0;100.0
74537;Train/tea_AA_05_6_ud211.conllu;Kui välkmäludraivi talitluse ajal muudetakse lüliti S asendit , siis seade ei reageeri sellele .;4;18;välkmäludraivi;free;Kui talitluse ajal muudetakse lüliti S asendit , siis seade ei reageeri sellele .;100.0;100.0;100.0
74538;Train/tea_AA_05_6_ud211.conllu;Kui välkmäludraivi talitluse ajal muudetakse lüliti S asendit , siis seade ei reageeri sellele .;45;53;lüliti S;free;Kui välkmäludraivi talitluse ajal muudetakse asendit , siis seade ei reageeri sellele .;100.0;100.0;100.0
74540;Train/aja_ee200110_osa_8_ud211.conllu;Esimest korda telliti lisaks Eestis valmistatud valgusaparatuurile ka hulganisti välismaist .;29;66;Eestis valmistatud valgusaparatuurile;free;Esimest korda telliti lisaks ka hulganisti välismaist .;100.0;100.0;100.0
74542;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Spasmex võib põhjustada akomodatsiooni häireid .;24;38;akomodatsiooni;free;Spasmex võib põhjustada häireid .;100.0;100.0;100.0
74546;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Uneuuringu küsimustik jagati 515 üliõpilasele , neist 413 tagastasid selle täidetult .;0;10;Uneuuringu;free;küsimustik jagati 515 üliõpilasele , neist 413 tagastasid selle täidetult .;100.0;100.0;100.0
74547;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Uneuuringu küsimustik jagati 515 üliõpilasele , neist 413 tagastasid selle täidetult .;48;53;neist;free;Uneuuringu küsimustik jagati 515 üliõpilasele , 413 tagastasid selle täidetult .;100.0;100.0;100.0
