sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
1690800,90,96,rongi-,gen,"Sama uuring näitas , et 86% Edelaraudtee teeninduspiirkonnas elavatest inimestest pooldab rongi- või bussiliikluse või mõlema doteerimist .",nsubj,"com,gen,sg"
3849109,44,56,keelereformi,gen,Viimaste arvamusküsitluste kohaselt pooldab keelereformi Saksamaa elanikest umbes 30% ja vastu on 55% .,nsubj,"com,gen,sg"
8968101,34,40,Sõerdi,gen,Riigikantselei komisjonis pooldas Sõerdi maksuameti peadirektorina eile kohalolnud kaheksast liikmest seitse .,nsubj,"gen,prop,sg"
11507948,34,44,Stockholmi,gen,Varasema küsitluse põhjal pooldas Stockholmi olümpialinnana 50% ning vastu oli 33% .,nsubj,"gen,prop,sg"
16459712,0,4,mina,gen,"mina aborti ei poolda , kui vaja , siis väga äääärmisel juhul .",nsubj,"com,gen,sg"
17811702,97,101,el-i,gen,"ja praegu võiks seda sõna uuesti kasutada , kuna no see oli küll nüüd natuke lapsik arvamus , et el-i mitte pooldavad ja selles kahtlejad lollid on näiteks minu ( lighteri ) arvamusel .",nsubj,"gen,nominal,sg"
28459,41,50,Playboyle,gen,Kas ja millistel tingimustel poseeriksid Playboyle ?,nsubj,"gen,prop,sg"
12341256,0,9,Playboyle,gen,Playboyle alasti ei poseeriks,nsubj,"gen,prop,sg"
821438,6,13,Pärnoja,gen,""" Las Pärnoja praeb oma rasvas , "" ütles Rahvaliidu esimees Villu Reiljan .",nsubj,"gen,prop,sg"
3340530,2,6,Kala,gen,""" Kala praeme , "" edvistavad tüdrukud ülevalt .",nsubj,"com,gen,sg"
8776338,37,41,liha,gen,"Mul on selle asemel rõdustseen , kus liha grillahjus praeb .",nsubj,"com,gen,sg"
19402,97,105,Kristina,gen,"Shmigunide maja Otepääl on viimase nädala jooksul olnud justkui kapsel , kust info läheb välja : Kristina on proovinud jõudumööda anda intervjuusid ning võtnud vastu toetuskirju , -fakse , telefonikõnesid .",nsubj,"gen,prop,sg"
979898,4,9,Vilja,gen,"Nii Vilja kui Edgar Savisaar proovisid möödunud nädalal ümber lükata jutte , et nende 14 aastat kestnud kooselu on lõppenud .",nsubj,"com,gen,sg"
1476162,0,8,Kristina,gen,"Kristina proovib tänavu ka liidriseisusesse külmemalt suhtuda : "" Kinnitasin küll , et võidab suusataja , kes hooaja kollases särgis lõpetab , mitte see , kes seda vahepeal kannab , kuid MK-sarja juhtides muretsesin liialt . """,nsubj,"gen,prop,sg"
2347012,22,26,Kogu,,"Keskerakonna Maarahva Kogu proovib mõjutada Mõõdukaid ümber mõtlema , et need tuleks siiski Keskerakonna ja Rahvaliidu koalitsiooni .",nsubj,pos
2754309,45,49,Raja,gen,Seega proovib muidu suuremaid paate armastav Raja seekord õnne ühepaadil .,nsubj,"com,gen,sg"
3357405,46,55,kaunitari,gen,"Prantsuse filmis "" Salakired "" proovivad kaks kaunitari lüüa ametialaselt läbi tänu oma ihu veetlusele .",nsubj,"com,gen,sg"
4666313,6,17,prooviringi,gen,"Iga "" prooviringi "" järel proovisime laadida uut faili , et vanad kuhugi teenusepakkuja nn. Cache serverisse ei salvestuks , sest siis ei saa tulemuseks õiget sidekiirust välismaalt , vaid eestisisese kiiruse teenusepakkujani .",nsubj,"com,gen,sg"
9019540,0,3,S-E,,S-E Banken proovib uuesti,nsubj,nominal
9488326,17,22,Rahnu,adit,Seejärel proovis Rahnu veel korra 1.92 ja jättis siis hüppamise katki .,nsubj,"adit,com,sg"
9613996,55,60,Virge,adit,"Kuna tegemist oli rohkem treeningvõistlusega , proovis Virge veidi muudetud hoojooksu .",nsubj,"adit,com,sg"
10353958,73,82,estraadi-,gen,Georg Ots laulis nende mõlema viise enesestmõistetavalt ; paljud siinsed estraadi- või rocklauljad on proovinud “ Summertime'i ” ; tänavu toimus Eestis nii Raimondi kui ka George'i lauludega võistuesinemisi ning tagatipuks kõlas Gershwini muusika selle suve ühel edukamal massiüritusel Tõrva linnaväljakul .,nsubj,"com,gen,sg"
10359093,52,60,volikogu,gen,"Just avalikku korra kaitsmise ajendil proovis Tartu volikogu 1995. aastal kehtestada alkohoolsete jookide jaemüügi litsentside väljastamise korda , mille üks idee oli keelata alkoholi öine müük .",nsubj,"com,gen,sg"
10593982,52,56,Õnne,gen,"Kuidas teha pidulikku jumestust , proovis “ Extra ” Õnne Viitmanni peal , kes pole ametilt modell , tegutseb ärimaailmas ja on enese sõnul täiesti tavaline inimene , esindades oma välimusega üht tüüpilisimat eestlannat .",nsubj,"gen,prop,sg"
10701727,21,28,Piiroja,gen,Veidi hiljem proovis Piiroja healt positsioonilt ise lüüa - Roberto Jonas sai jala vahele .,nsubj,"com,gen,sg"
11642907,0,8,Kristina,gen,"Kristina proovib tänavu ka liidriseisusesse külmemalt suhtuda : “ Kinnitasin küll , et võidab suusataja , kes hooaja kollases särgis lõpetab , mitte see , kes seda vahepeal kannab , kuid MK-sarja juhtides muretsesin liialt . ”",nsubj,"gen,prop,sg"
11867267,44,51,õppisid,,"See oli nagu kool , kus igas proovis midagi õppisid .",nsubj,"af,impf,indic,mod,ps,ps2,sg"
11886964,33,39,avaala,gen,"Võib-olla proovib ka teise päeva avaala 60 meetri tõkkejooksu , milles ta äsja isikliku rekordi 7,96 püstitas .",nsubj,"com,gen,sg"
12877082,0,8,Kristina,gen,Kristina proovis ja kinnitas : nendega ta läheb !,nsubj,"gen,prop,sg"
14033184,23,35,tõsielusarja,gen,Kas hetkel kirgi kütva tõsielusarja « Baar » tegelased on proovinud Inest mõnele oma töökohas toimuvale üritusele esinema meelitada ?,nsubj,"com,gen,sg"
14154981,0,11,Mahlapaastu,gen,"Mahlapaastu Garmen varem proovinud polnud , aga lavaka ajal tegi ta enda sõnul igasuguseid trikke .",nsubj,"gen,prop,sg"
14831302,0,6,NTFS-i,gen,"NTFS-i pole veel proovinud , kuid vaevalt , et aparaat seda tunnistab .",nsubj,"gen,nominal,sg"
14831375,0,6,NTFS-i,gen,"NTFS-i pole veel proovinud , kuid vaevalt , et aparaat seda tunnistab .",nsubj,"gen,nominal,sg"
16004132,8,16,DirectXi,,"Muide , DirectXi olen proovinud nii 8.0 , kui 8,1 aga ei tööta ikka .",nsubj,nominal
16308346,29,33,omme,gen,"ah , täna enam ei jõua , eks omme proovin kas saan tööle ... mis mudu ristkaabli ja tavalise vahe on !?",nsubj,"com,gen,sg"
16454085,2,7,kerli,gen,"( kerli kõiv - biutifuller inside ) proovisin siis tõlkida , ega miskit suurt küll ei sündinud , aga eks vaata .",nsubj,"com,gen,sg"
17037128,32,37,Rahnu,gen,"Möödunud nädala alguses proovis Rahnu naelikutega joosta ja teivast hüpata , ent Achilleuse kõõlusesse tekkis valu .",nsubj,"com,gen,sg"
17310719,0,6,Hesh'e,gen,"Hesh'e olen korra proovinud , mugavad , soovitan kõigile , kuid ise kasutan sama firma ( skullcandy siis ) skullcrushereid , heli on ok ja bassiga saab päris palju mängida",nsubj,"gen,prop,sg"
18612055,11,18,Tasks'i,gen,"Schelduled Tasks'i proovisin , kuid ei leidnud ühtegi prog , mis häält teeks",nsubj,"gen,prop,sg"
18709429,9,14,pooli,gen,Vähemalt pooli neist olen proovinud ning ... noh kurat polegi midagi head öelda .,nsubj,"com,gen,sg"
18780981,33,39,some'i,gen,"esimene pilt üldse , millel seda some'i nõksu proovisin .",nsubj,"com,gen,sg"
6508449,55,63,Veerpalu,gen,"Eesti mehed osalevad kõigil etappidel , küll ei pruugi Veerpalu ja Mae neil kõigil kaasa teha .",nsubj,"com,gen,sg"
1545183,15,25,kliinikumi,gen,"Tartu Ülikooli kliinikumi ehk endist Maarjamõisa haiglat , Mustamäe haiglat ja Keskhaiglat meditsiiniõdede täna hommikune hoiatusstreik ei puudutanud , kuna ükski neist ei kuulu Eesti Haiglate Liitu , millega õdede kutseliit aastaid tulutult palgaläbirääkimisi pidas , ütles kliinikumi juhatuse liige Mart Einasto .",nsubj,"com,gen,sg"
4615927,0,9,Vanalinna,gen,Vanalinna ei puuduta,nsubj,"com,gen,sg"
6028143,24,28,mina,gen,""" Tegelikult puudutasin mina viimasena palli , "" muigas Oper .",nsubj,"com,gen,sg"
6406139,24,28,mina,gen,""" Tegelikult puudutasin mina viimasena palli .",nsubj,"com,gen,sg"
7329180,13,26,konventsiooni,gen,"Kuigi Arhusi konventsiooni puudutab keskkonna valdkonda , on konventsioonil märksa avaram tähendus .",nsubj,"com,gen,sg"
7848456,44,57,konventsiooni,gen,"Peipsi järve puudutab üheksa rahvusvahelist konventsiooni , mida tuleb arvestada .",nsubj,"com,gen,sg"
8153950,9,17,Windowse,gen,"Vanemaid Windowse , sealhulgas Win98 , Win95 ja WinMEd auk ei puuduta .",nsubj,"gen,prop,sg"
9746869,0,4,Hagi,gen,Hagi puudutas aga just 19. septembril müüdud viljakogust .,nsubj,"com,gen,sg"
14507266,19,24,Kagu-,gen,Eriti puudutab see Kagu- ja Ida-Soomet .,nsubj,"com,gen,sg"
18269074,0,12,Seaduseelnõu,gen,"Seaduseelnõu § 8 puudutab haldusõiguserikkumiste seadustiku § 158 , milles tõstetakse karistusmäära .",nsubj,"com,gen,sg"
18823793,40,47,lisasid,,"See tähendab , et muudatused puudutavad lisasid ja 1995. aastast kehtiv seadus oma põhisisus alates mõistetest , maksmise tingimustest , maksmisest vabastamisest jne ei muutu .",nsubj,"af,aux,impf,indic,ps,ps2,sg"
18927941,15,20,festi,gen,Pärimusmuusika festi AK veel ei puuduta .,nsubj,"com,gen,sg"
550271,6,13,rutiini,gen,""" Mis rutiini puutub , siis õnneks on mu töö üsna loominguline .",nsubj,"com,gen,sg"
779595,6,10,raja,gen,""" Mis raja ohtlikkusse puutub , siis mootorrattasport on alati seotud riskiga , "" ütles Voog .",nsubj,"com,gen,sg"
1426153,4,13,sõjamoona,gen,"Mis sõjamoona puutub , siis ameeriklased andsid meile 40 000 korralikku püssi ja mõni miljon padrunit .",nsubj,"com,gen,sg"
1809396,2,7,Pätsi,gen,""" Pätsi ära puutu ! "" ütlesin ma .",nsubj,"gen,prop,sg"
1967111,49,54,palli,gen,"Sama jätkus , kui näitlemisega Blanci kõrvaldanu palli puutus .",nsubj,"com,gen,sg"
2010013,36,44,muuseumi,gen,Katedraal ei puutunud mitte kuidagi muuseumi .,nsubj,"com,gen,sg"
3380836,10,15,matši,gen,"Mis Balti matši puutub , siis olen nõus : planeerimisviga . """,nsubj,"com,gen,sg"
4338293,8,13,palli,gen,"Mis aga palli puutub , siis sedagi arendatakse pidevalt .",nsubj,"com,gen,sg"
4866893,30,35,rocki,gen,"Mis aga Jaak Joala tõstatatud rocki ja disko konflikti puutub , siis läks rahvas iroonilisel kombel tunduvalt enam kaasa paladega , millel oli korralik tümps alla pandud .",nsubj,"com,gen,sg"
5849926,19,26,reformi,gen,"Mis riigijuhtimise reformi puutub , siis siin on olukord keerulisem ning vajaks pikemat debatti .",nsubj,"com,gen,sg"
5934846,0,13,Koondamistasu,gen,Koondamistasu siia ei puutu .,nsubj,"com,gen,sg"
6710339,4,18,kütuseaktsiisi,gen,"Mis kütuseaktsiisi puutub , siis alustada tuleb teeseaduse täitmisest .",nsubj,"com,gen,sg"
8552131,4,12,alkoholi,gen,"Mis alkoholi puutub , siis see on küll vaid filmis , niisugust asja mina näinud ei ole .",nsubj,"com,gen,sg"
8886926,0,8,Õlivärve,gen,Õlivärve Nahkur ei puutu .,nsubj,"gen,prop,sg"
9114831,181,186,palli,gen,"Kolmeteistkümnes mängus mitte kunagi ühelegi Aafrika meeskonnale kaotanud Brasiilia kolmas värav tuli teise poolaja alguses , kui Ronaldo eeltöö järel puutus väravaesisel viimasena palli Bebeto .",nsubj,"com,gen,sg"
9851905,0,9,Jalgpalli,gen,"Jalgpalli ei puutunud , pöörasin tähelepanu jooksu- ja kangitrennile .",nsubj,"com,gen,sg"
10028585,0,5,Palli,,Palli pole peaaegu puutunudki . ”,nsubj,"af,imper,main,pres,ps,ps2,sg"
10184568,14,19,palli,gen,Kasela polnud palli juba kuid puutunud .,nsubj,"com,gen,sg"
10750115,10,15,sitta,adit,"Parem kui sitta hambaga ei puutu , ” räägib Kolla .",nsubj,"adit,com,sg"
10894680,4,9,bändi,gen,"Mis bändi ajalukku puutub , siis kui Bathory ja veel mõni nimi kõrvale jätta , on Marduk üks vanemaid Rootsis tegutsevaid  black metal  punte .",nsubj,"com,gen,sg"
11162618,4,13,korvpalli,gen,"Mis korvpalli puutub , seal on nagu liigamängudeski teadustajaks  Madis Kukk .",nsubj,"com,gen,sg"
11272585,8,12,raha,gen,"Mis aga raha vajadusse puutub , siis pole sotsialismilt pärandatud valud ja vaevad Bratislavas põrmugi väiksemad kui Tallinnas .",nsubj,"com,gen,sg"
11447272,121,126,palli,gen,"Madridi Reali väravalöömise masin kasutas viimases kohtumises ära kõik eestlaste apsud , tehes skoori pea iga kord , kui palli puutus .",nsubj,"com,gen,sg"
11599604,6,13,rutiini,gen,""" Mis rutiini puutub , siis õnneks on mu töö üsna loominguline .",nsubj,"com,gen,sg"
13094463,4,25,Eurovisioni-komplekti,gen,"Mis Eurovisioni-komplekti nimega Suntribe puutub , siis et Lauraga on Mari-Leen ühes klassis , käivad nad juba loomuldasa läbi .",nsubj,"com,gen,sg"
14179234,149,154,Antti,gen,"Näiteks on videokordusest selgelt näha , et Rocki poolt eemaldatutest ei lahkunud Heiko Rannula üldse meeskonna pingilt ning varem väljakul viibinud Antti Vasar ei puutunud rüselusse kuidagimoodi .",nsubj,"gen,prop,sg"
14305681,4,10,krooni,gen,"Mis krooni devalveerimisse puutub , siis 5-10% devalveerimist peetakse küllaltki võimalikuks , kuid otsust selle kohta nähtavasti veel langetatud pole .",nsubj,"com,gen,sg"
14419294,18,23,palli,gen,Raudselt puutusid palli ! » seadis Lemsalu kõrvalt õigluse jalule .,nsubj,"com,gen,sg"
15894291,4,12,alkoholi,gen,"Mis alkoholi puutub , siis eelkõige tuleb silmas pidada , et kange alkohol ei ole just kõige parem suvejook .",nsubj,"com,gen,sg"
15960737,11,15,IBMi,gen,"Mis puutub IBMi ( IBM/Lenovo Thinkpad ) , siis soovitan kõigi jäsemetega ( ma fänboi ) .",nsubj,"gen,nominal,sg"
17030917,10,16,pressi,gen,"Mis Briti pressi puutub , siis huvitav , miks peaks meie presidendiproua riietuma nende õukonna etiketi järgi .",nsubj,"com,gen,sg"
17277325,78,82,3D-d,,"Mis puutub modelleerimisse , siis tegelt - kui ära harjud , ega enam AutoCADi 3D-d enam puutu ei taha .",nsubj,nominal
17828242,4,12,alkoholi,gen,"Mis alkoholi puutub , siis pole seda täpselt 2 kuud tarbinud ja seda tänu ühele kihlveole , mille ( nagu eile vist ) teada sain võitsin  , mis tähendab , et võin uuesti degusteerima hakata .",nsubj,"com,gen,sg"
19160942,4,13,komisjoni,gen,"Mis komisjoni puutub , siis ma peaksin midagi vastama sellest aspektist , nagu kolleeg Taimla seda üles tõstis , aga komisjon ei taibanud kuidagi selles suunas mõtelda ja leidis , et see sõnastus , mida on pakkunud praegu eelnõu algatajad ja mis on põhitekstis , on ammendav .",nsubj,"com,gen,sg"
20491291,5,9,mina,gen,mrt: mina sitta ei puutu,nsubj,"com,gen,sg"
20664675,50,54,mina,gen,jane: mnjaaa ... merkakene ... ole rahulik ... ei mina sinu muzkat puutu ;),nsubj,"com,gen,sg"
11097066,4,9,keele,gen,"Mis keele õppimisse puutub , siis kuna ma emigreerusin Eestisse , oli ka endastmõistetav , et ma eesti keele ära õpin , ja ma olin selleks valmis .",nsubj,"com,gen,sg"
5630438,93,101,Vueltale,gen,Seega Pütsep sel aastal ilmselt ühelgi nn Grand Touril kaasa ei tee : augusti lõpus algavale Vueltale Ag2r tõenäoliselt ei pääse .,nsubj,"gen,prop,sg"
5824081,14,21,Tourile,gen,"Mitu eestlast Tourile sõitma pääseb , pole praegu teada .",nsubj,"gen,prop,sg"
7865355,59,65,Bodale,gen,"Kui mainitud lukk on ukse ees ja uks lukus , siis ei pääse Bodale ligi ei ketta ega saega .",nsubj,"gen,prop,sg"
9201500,20,27,Mengele,gen,Tegelikkuses pääses Mengele õigusemõistmise eest ning elas kuni elu lõpuni 1979 Brasiilias .,nsubj,"gen,prop,sg"
14409716,0,7,Tourile,gen,"Tourile , Girole ja Vueltale pääsevad 14 maailma parimat tiimi suurtuuride korraldajate koostatud edetabeli järgi .",nsubj,"gen,prop,sg"
16405513,0,11,Firmajuhile,gen,"Firmajuhile pääseb ligi vaid läbi töökaitseinspektsiooni , kuhu autojuht peab esitama avalduse .",nsubj,"gen,prop,sg"
1310956,51,63,infektsiooni,gen,"Äsja avastati , et selle viiruse poolt põhjustatud infektsiooni on põdenud kolmandik ülekaalulistest ameeriklastest , nende saledatel kaasmaalastel esineb adenoviirus 36 vastaseid antikehi aga ainult 5%-l .",nsubj,"com,gen,sg"
4780577,62,67,aidsi,gen,"HIV-viirus on praeguse seisuga avastatud Eestis 64 inimesel , aidsi põeb neist viis .",nsubj,"com,gen,sg"
5677919,12,17,Kroki,gen,Praegu põeb Kroki eurošokki,nsubj,"gen,prop,sg"
9603077,5,10,AIDSi,gen,Põeb AIDSi ( selle tunnuse kontrollimisel tuleks olla ettevaatlik ) .,nsubj,"gen,nominal,sg"
10358131,0,15,Staarikompleksi,gen,"Staarikompleksi Mati Talvik ei põe , kuigi ära tuntakse teda kogu aeg .",nsubj,"gen,prop,sg"
13261644,77,82,aidsi,gen,"Valitu peab olema neitsi , sest riigi täiskasvanud elanikkonnast põeb 42,6 % aidsi .",nsubj,"com,gen,sg"
13275463,12,24,osteoporoosi,gen,Eestis põeb osteoporoosi arvestuslikult juba üle 90 000 naise .,nsubj,"com,gen,sg"
14384181,87,99,brutselloosi,adit,"- ei kohaldata eespool lõigetes 1 , 2 ja 3 täpsustatud 120 000 kg maksimumkogust , kui brutselloosi põeb rohkem kui 20% üle 2-aastastest lüpsilehmadest ning kui tootja on kohustunud tapma kõik loomad oma talumajapidamises kolme kuu jooksul alates taotluse heakskiitmisest .",nsubj,"adit,com,sg"
15826406,22,26,mina,gen,"Isiklikult arvan , et mina valehäbi ei põe ja kui kuulen",nsubj,"com,gen,sg"
440529,120,125,Toome,gen,""" Eraisik ei saa ju käskida ministrit , maavanemat või linnapead , mida need peavad tegema või mida mitte , "" põhjendas Toome .",nsubj,"gen,prop,sg"
577104,142,149,Levandi,gen,""" Taivo Tigane läheb treenerite ringkonda laiendama ja rahvusvahelist konkurentsi nuusutama , et kõik ei oleks ühe inimese käes , "" põhjendas Levandi , kes ise jääb teiste hoolealustega koju .",nsubj,"gen,prop,sg"
600638,57,62,Lääne,gen,"Suusatamine on meile rohkem südamelähedane , "" põhjendab Lääne .",nsubj,"gen,prop,sg"
942103,0,8,Kristina,gen,"Kristina ise on põhjendanud ebaedu mitmeti : kord ei sobinud suusad või määre , vahel polnud lihtsalt tema päev .",nsubj,"gen,prop,sg"
981027,35,40,Liiva,gen,"Ärge palun muretsege , "" põhjendab Liiva .",nsubj,"gen,prop,sg"
1065079,94,102,Kristina,gen,"Pidanuksin veel kannatama , aga tasasel maal ja laskumistel libises ta paremini , "" põhjendas Kristina .",nsubj,"gen,prop,sg"
1755507,95,102,Pärnoja,gen,""" Inimesed kirjutavad sellisele lepingule alla , sest loodavad natuke raha saada , "" põhjendas Pärnoja .",nsubj,"gen,prop,sg"
2770767,47,60,linnavolikogu,gen,""" Detailplaneeringu kehtestamisel ei ole Kunda linnavolikogu põhjendanud , miks tuleb eirata taara- ja maausuliste soove Kunda hiiemäe kui usupaiga säilitamise osas .",nsubj,"com,gen,sg"
3028447,141,146,Tamme,gen,""" Nad ütlesid , et muidu poleks nad kunagi nii väikese turu poole vaadanud , kuid neid julgustas Cosmopolitani siinne suur edu , "" põhjendas Tamme .",nsubj,"gen,prop,sg"
3740319,89,93,Nuia,gen,""" Huvitav on teada saada , käisime ka Peipsi ääres , kus oli tema suvekodu , "" põhjendas Nuia .",nsubj,"gen,prop,sg"
3845656,74,81,pereisa,gen,""" Seal on hinnad soodsad ja kõik vajaminevad asjad üheskoos , "" põhjendab pereisa ülo Lomp .",nsubj,"com,gen,sg"
4046807,110,115,Liiva,gen,""" Olen avangute uurimise veidi unarusse jätnud ja sellepärast pean algul teistest kauem mõtlema , "" põhjendas Liiva .",nsubj,"gen,prop,sg"
4173413,189,193,Aasa,gen,""" Steak House'i puhul on tegemist eelkõige söögiasutusega , kus inimesed tellivad 200-kroonist praadi ega taha , et kudumisega kaasnevad lõngaudemed lendaks nende toidu peale , "" põhjendas Aasa .",nsubj,"com,gen,sg"
4682438,79,84,Pärna,gen,"Kui tal ei lubata raha küsida , jäävad linnas paljud majad rääma , "" põhjendas Pärna .",nsubj,"gen,prop,sg"
5074182,150,155,Toome,gen,""" Kogu ala on ju tegelikult omal ajal umbes keldrisügavuselt üles kaevatud ja sinna on paigaldatud lähikonna ehitiste kommunikatsioonid , "" põhjendas Toome .",nsubj,"gen,prop,sg"
5152314,45,52,Levandi,gen,"Ma polnud Raunos sugugi kindel , "" põhjendas Levandi .",nsubj,"gen,prop,sg"
5171149,86,94,Veerpalu,gen,"Kitsal rajal sattusid ette mehed , kes ei suutnud või ei viitsinud rabada , põhjendas Veerpalu , miks kaks meest võitluseta eest lasti .",nsubj,"com,gen,sg"
5304246,91,96,Roosi,gen,""" Ei tahaks , et viie aasta pärast tuleks kõik õppejõud korraga ümber valida , "" põhjendas Roosi .",nsubj,"gen,prop,sg"
5440423,67,76,riigikogu,gen,"See on töö , mis tuleb ära teha võimalikult kiiresti , "" põhjendas riigikogu esmees .",nsubj,"com,gen,sg"
5526144,67,71,Aasa,gen,""" Sõnnikut oli vaja aeda tuua , murdsime lukud lahti , "" põhjendab Aasa .",nsubj,"com,gen,sg"
5662789,79,84,Jaani,gen,""" Pinnas on praegu külmunud , vett täis , põhjavee tase on kõrge , "" põhjendas Jaani .",nsubj,"gen,prop,sg"
6233159,117,120,Nõu,gen,""" Kui inimene tõuseb hommikul üles , ei taha ta joosta teisele poole maja hambaid pesema või duši alla , "" põhjendas Nõu hotelli kava .",nsubj,"com,gen,sg"
6799119,99,104,Tamme,gen,""" Selles suhtes on väljamaa bändid üksteise suhtes solidaarsed ja kumbki ei esinenud , "" põhjendas Tamme .",nsubj,"gen,prop,sg"
7082407,77,85,Lavrenti,adit,"Aga Kobat ma maha lasta ei tohi , järelikult kirjutas Koba ise , "" põhjendas Lavrenti Pavlovitsh .",nsubj,"adit,prop,sg"
7187524,102,107,Vilja,gen,""" Tammsaare on kirjeldanud täpse sulega eestlase olemust - tema tundeid ja mõttemaailma , "" põhjendas Vilja Savisaar , kes hindab eriti "" Tõe ja õiguse "" kahte esimest osa ja lisas , et "" klassikale kohaselt on "" Tões ja õiguses "" käsitletud teemad päevakohased ka tänapäeval . """,nsubj,"com,gen,sg"
7476013,87,92,Tamme,gen,"Sellel , mis nüüd mäe peal lahti läks , pole midagi ühist suusabisnisega , ” põhjendas Tamme .",nsubj,"gen,prop,sg"
7644149,68,75,ebaõnne,gen,"“ Siis ei olnud ametiühingute vara küsimus veel selge , ” põhjendab ebaõnne tollal Eesti ametiühinguid esindanud Kurs .",nsubj,"com,gen,sg"
9710920,167,176,teguviisi,gen,"Lühemate perioodidega on avariisid tavaliselt väga palju ja kindlustussumma , mis välja makstakse , on sama suur , olenemata perioodi pikkusest , ” põhjendas juhatuse teguviisi Margit Pihlap .",nsubj,"com,gen,sg"
10139720,46,51,Pilve,gen,"Kehvasti ei taha ma midagi teha , ” põhjendab Pilve muusikukarjäärist - ja ilmselt mitte ainult sellest - loobumist .",nsubj,"gen,prop,sg"
10809895,57,64,Pärnoja,gen,"Made põhjendab , miks nad muudatust ei arvestanud , ning Pärnoja põhjendab , miks seda on vaja arvestada .",nsubj,"gen,prop,sg"
10824770,106,114,Kristina,gen,"“ Mõtlesin , et olen viimast aastat juunioride klassis , miks siis mitte veel mett limpsida , ” põhjendab Kristina ja meenutab , et läinud hooajal võistles ta samadel võistlustel täiskasvanutega ning pidi oma tulemustes pettuma .",nsubj,"gen,prop,sg"
11116199,41,49,Kristina,gen,"Kõik on ju üks suusatamine , » põhjendas Kristina .",nsubj,"gen,prop,sg"
11505926,95,100,Heina,gen,""" Ma ei tööta enam linnavalitsuse kabinetis , kuid blanketid olid seniajani seal , "" põhjendas Heina .",nsubj,"com,gen,sg"
11669392,63,71,Kristina,gen,"“ Kuna tuiskas , ei kippunud keegi teine juhtima , ” põhjendas Kristina .",nsubj,"gen,prop,sg"
11678448,50,57,Teesalu,gen,"” Rattaga juhtus midagi , ” põhjendas heas vormis Teesalu .",nsubj,"com,gen,sg"
12158606,102,110,Kristina,gen,"Mullu lõpetas Kristina MK-etapi esikuuiku : « Ma ei suusatanud , vaid jooksin suuskadel , » põhjendas Kristina .",nsubj,"gen,prop,sg"
12762481,52,60,Kristina,gen,"Võtan kõiki võistlusi võrdse tõsidusega , põhjendas Kristina .",nsubj,"gen,prop,sg"
12996677,188,192,Aasa,gen,"« Steak House'i puhul on tegemist eelkõige söögiasutusega , kus inimesed tellivad 200kroonist praadi ega taha , et kudumisega kaasnevad lõngaudemed lendaks nende toidu peale , » põhjendas Aasa .",nsubj,"com,gen,sg"
13095527,99,103,ostu,gen,"“ Tahtsin andekale noorele hobusele maailmatasemel konkurentsi pakkuda , ” põhjendab kalli traavli ostu Peeter Raid .",nsubj,"com,gen,sg"
13131132,62,66,Palu,,""" Minu meelest on tuur üks meie kalurite sümbol , "" põhjendas Palu .",nsubj,"af,aux,imper,pres,ps,ps2,sg"
13470743,129,133,Palu,,"« Otsus sündis täna hommikul , sest me ei suudaks avalikkusele seletada , miks me selle tüki just nüüd välja tõime , » põhjendab Palu , kes « Hõbevalge » instseneeringuga tegi algust rohkem kui aasta tagasi , kui Meri oli veel täie tervise juures .",nsubj,"af,imper,mod,pres,ps,ps2,sg"
13513251,98,103,Toome,gen,"“ Otsustasin omanikuna , et olen üürnike heaolu huvides kohustatud koera kõrvaldama , ” põhjendas Toome .",nsubj,"gen,prop,sg"
13664950,101,106,Jaani,gen,"“ Need reklaamialased eesmärgid , mis firmal meeskonna toetamisel olid , said täidetud , ” põhjendas Jaani .",nsubj,"gen,prop,sg"
13695074,143,151,Kristina,gen,"Kui sulle öeldakse : juhid 13 sekundiga , juhid 15 sekundiga , juhid 17 sekundiga edumaa kogu aeg kasvab ei hakka sa ju spurtima , » põhjendas Kristina pettunud häälel .",nsubj,"gen,prop,sg"
13774476,37,45,Kristina,gen,"Nüüd lõhun selle kartuse , põhjendas Kristina , miks ta sel aastal plaanid avalikustas .",nsubj,"gen,prop,sg"
13847309,144,153,reklaami-,gen,"« Et lugu koosneb kahest eri näitemängust , siis miks ei võiks sel olla kaks erinevat mängupaika , » põhjendas Ugala Tallinna invasiooni teatri reklaami- ja müügijuht Kalvi Kants .",nsubj,"com,gen,sg"
14159467,115,123,Nurmsalu,gen,"« Katsetasime täna suuskadel erinevaid määrdevariante ning seetõttu olid tulemused tagasihoidlikumad , » põhjendas Nurmsalu nüüd .",nsubj,"com,gen,sg"
16088733,0,4,Raja,gen,"Raja põhjendas ka , miks oli võistluseelsel pressikonverentsil morn ja sõnaaher : "" Õppisin mullustest Euroopa karikavõistlustest , et palju juttu ei anna head tulemust .",nsubj,"com,gen,sg"
16547314,86,94,Veerpalu,gen,"Kitsal rajal sattusid ette mehed , kes ei suutnud või ei viitsinud rabada , põhjendas Veerpalu , miks kaks meest võitluseta eest lasti .",nsubj,"com,gen,sg"
